,,type,temperature,flag,ref_num
Tb6FeSb2,3515,Curie,86.33333333333333,False,3
C44H35Br2FeMnN11O4,3516,Curie,3.0,False,1
YTiO3,3517,Curie,29.714285714285715,False,7
"48,5",3518,Curie,33.0,False,1
Co65Fe23Ni12,3519,Curie,749.0,False,2
GdMn2Ge2,3520,Curie,468.5,False,2
Se,3521,Curie,261.45454545454544,False,11
Mn2MnReO6,3522,Curie,520.0,False,1
Ar48Nd,3523,Curie,1.0,False,1
Gd85B15,3524,Curie,292.0,False,2
ZrNi5,3525,Curie,647.0,False,2
Pb3TeCo3V2O14,3526,Néel,21.0,False,1
CeAgAl3,3527,Curie,3.0,False,4
Fe73Co4,3528,Curie,436.0,False,1
Mn2V2O7,3529,Néel,20.0,False,1
BaFeO3,3530,Curie,250.0,False,1
Ba2Sn3Sb6,3531,Curie,2.0,False,1
ZrRhGe2,3532,Curie,2.0,False,2
Dyy,3533,Curie,31.0,False,1
Ho2Fe14B,3534,Curie,568.0,False,1
GdCo2B2,3535,Curie,25.0,False,4
Mn1,3536,Curie,345.0,False,1
SrMnO3,3537,Curie,260.0,False,2
Tb2Ni3Si5,3538,Néel,15.666666666666666,False,3
LaFeCoSi2,3539,Curie,294.0,False,1
BaCrFe11O19,3540,Curie,752.0,False,1
NpTe,3541,Néel,26.5,False,2
Ni3Fe,3542,Curie,843.0,False,1
La2C2Br2,3543,Curie,7.0,False,2
Co2TiGe,3544,Curie,257.0,False,3
La2C2X2,3545,Curie,7.0,False,1
Kizilcahamam,3546,Curie,733.0,False,2
Gr75Sps25,3547,Néel,2.0,False,1
LaFeCoSi,3548,Curie,293.0,False,2
AnN,3549,Curie,87.0,False,1
HgCr2Se4,3550,Curie,106.66666666666667,False,6
ErFeO3,3551,Néel,611.0,False,2
Nd2MgCo9,3552,Curie,633.0,False,1
NaS,3553,Curie,2584.0,False,1
SmB6,3554,Curie,165.4,False,5
Fe84Co6Zr10,3555,Curie,187.5,False,2
GdRhGe2,3556,Néel,6.0,False,6
CeGe,3557,Néel,10.0,False,2
BaMn2V2O8,3558,Néel,37.0,False,1
SeNiO3,3559,Néel,104.0,False,1
8*,3560,Curie,250.0,False,4
MnGeAs2,3561,Curie,340.0,False,1
DyCrO3,3562,Néel,137.0,False,6
BaFe12O19,3563,Curie,738.0,False,18
NdCu4Pd,3564,Curie,8.0,False,3
Li7Mn14O28,3565,Curie,276.0,False,1
Dupeyredioxyl,3566,Curie,1.0,False,2
Fe76Ni24,3567,Néel,40.0,False,2
K2NdNb5O15,3568,Curie,442.0,False,2
ErPdIn,3569,Curie,25.0,False,2
Al86Gd6Cu8,3570,Néel,146.5,False,4
TmVO4,3571,Curie,2.0,False,1
TbCo3B2,3572,Curie,29.0,False,2
Gd6Cr4Al43,3573,Néel,12.5,False,6
GdAg2,3574,Curie,1950.0,False,1
Gd64Co26Al9Y1,3575,Curie,108.0,False,1
Alm25Sps75,3576,Néel,4.0,False,1
BaHo2O4,3577,Néel,5.0,False,4
Fe75B18Si4Zr3,3578,Curie,582.0,False,1
La2BaFe2O7,3579,Néel,500.0,False,2
μ0H,3580,Curie,294.5,False,4
SmAs,3581,Curie,54.0,False,4
PrNi5,3582,Curie,14.0,False,1
FeCoNiCrAl2,3583,Curie,430.0,False,1
CeFe9Si2Cx,3584,Curie,385.3333333333333,False,3
Cr5Te8,3585,Curie,180.0,False,1
Sm2Fe17Hz*,3586,Curie,309.0,False,2
CeCuSi,3587,Curie,15.0,False,3
Tb11Ge8In2,3588,Curie,96.0,False,2
La3Al,3589,Curie,6.0,False,1
UCu5In,3590,Néel,32.25,False,4
Fe92Zr8,3591,Curie,180.0,False,2
TbMn6Sn6,3592,Curie,423.0,False,2
YSrCrO4,3593,Néel,170.0,False,1
Sr2YReO6,3594,Néel,6.0,False,1
BaMnFe11O19,3595,Curie,697.0,False,1
Fe77Ni3B10Zr9Cu1,3596,Curie,406.0,False,2
Fe82Nb2B14Y2,3597,Curie,403.5,False,2
Fe75Cu1Zr2Si13B9,3598,Curie,645.0,False,2
Sr4Cr3O10,3599,Néel,280.0,False,1
Co2CrBi,3600,Curie,985.0,False,1
Cm,3601,Curie,92.71428571428571,False,7
TbFe11TiN,3602,Curie,740.0,False,1
Mn2TiO4,3603,Curie,78.0,False,2
Bismuthides,3604,Curie,2.0,False,3
TbSn2,3605,Néel,26.0,False,1
Na2Nb4O11,3606,Curie,400.0,False,1
LiFeP2O7,3607,Néel,27.0,False,3
CoFeRhO4,3608,Néel,790.0,False,1
ZrZn2,3609,Curie,26.0,False,3
Yb,3610,Néel,99.53846153846153,False,13
MnNiO,3611,Curie,140.0,False,1
Ni41Fe9Mn30Ga20,3612,Curie,344.0,False,1
Bi4LaSmFe2Ti3O18,3613,Néel,10.0,False,2
LSrMO,3614,Curie,350.0,False,1
SrTiO3,3615,Curie,487.04347826086956,False,23
GdCr4Al8,3616,Néel,6.0,False,6
CaF,3617,Curie,50.0,False,2
TiN,3618,Curie,4.0,False,2
Hg,3619,Curie,137.66666666666666,False,6
NiRe2O6,3620,Curie,24.0,False,1
Li2CO3,3621,Curie,591.5,False,2
Cyclic,3622,Curie,20.0,False,1
GdNi4Al,3623,Curie,28.0,False,1
Tb3NbO7,3624,Néel,2.5,False,4
RbOs2O6,3625,Curie,6.0,False,1
Fe85Zr10B5,3626,Curie,1.0,False,1
Lu2Fe16Ru,3627,Néel,120.0,False,2
FeTiSi,3628,Curie,728.0,False,1
PrFe3,3629,Curie,350.0,False,1
Sr7Mn4O15,3630,Néel,70.0,False,2
LaPbMnSbO6,3631,Néel,10.0,False,1
Np2Mo3Si4,3632,Néel,33.0,False,4
Mn51,3633,Curie,140.0,False,1
MnB6,3634,Curie,754.0,False,1
Sm5Fe17,3635,Curie,472.0,False,3
Mo2N,3636,Curie,12.0,False,1
Fe81Zr11B8,3637,Curie,348.0,False,2
Na8Al16,3638,Curie,825.0,False,1
A3M2M′2Pn2O5,3639,Curie,36.5,False,2
La2BaCuO5,3640,Curie,5.0,False,6
Ba2CoMoO6,3641,Néel,27.0,False,1
DyFe2Ge2,3642,Néel,2.0,False,2
Pr2NiGa12,3643,Néel,10.0,False,2
La2TiCoO6,3644,Néel,16.0,False,3
Tl2Ba2CaCu2Oy,3645,Curie,100.0,False,2
Ni50Mn25Sn25,3646,Curie,350.0,False,2
NiFe3,3647,Curie,328.0,False,2
NdNiSn,3648,Néel,1.0,False,2
αFeOOH,3649,Néel,423.0,False,3
Tb4Zn5Ge6,3650,Néel,19.0,False,2
BaPr2MnS5,3651,Néel,64.0,False,1
GdCoSi,3652,Néel,220.0,False,3
Gd60Co35Mn5,3653,Curie,202.0,False,1
ZnCFe3,3654,Curie,358.0,False,1
Ni50Mn36Sn12Ge2,3655,Curie,310.0,False,1
HoMn6Sn6,3656,Curie,376.0,False,1
Ba5SmTi3Nb7O30,3657,Curie,455.5,False,2
Gd5PtBi2,3658,Curie,125.0,False,1
Co40Fe35Ni25,3659,Curie,1130.0,False,2
LaSrMnCoO6,3660,Curie,225.0,False,2
PuPd3,3661,Néel,24.0,False,1
NbTi,3662,Curie,9.0,False,1
Smith,3663,Curie,473.0,False,1
Δsin,3664,Curie,50.0,False,2
Ba2NdMoO6,3665,Néel,15.0,False,3
DyFeO3,3666,Néel,645.0,False,2
Sr2CrO4,3667,Néel,3.0,False,2
LaCo12B6,3668,Curie,155.0,False,2
NbxO3,3669,Curie,633.0,False,1
ErCo2Mn,3670,Curie,222.0,False,2
Fe10Cr,3671,Curie,988.0,False,1
Zr2Co11,3672,Curie,770.5,False,4
Manganite,3673,Curie,269.42857142857144,False,7
CaF2,3674,Curie,961.6,False,5
Tb2RhSi3,3675,Néel,11.0,False,2
AlFeMnB2,3676,Curie,119.0,False,1
NpPd3,3677,Néel,55.0,False,1
Ng,3678,Néel,5.333333333333333,False,6
Co2MnSn,3679,Curie,656.2,False,5
Perpendicular,3680,Curie,945.0,False,1
GdPdIn,3681,Curie,100.84615384615384,False,13
HoNi2Si,3682,Curie,9.0,False,1
CeCoGa,3683,Néel,4.0,False,2
Mn23Lu6,3684,Curie,378.0,False,2
CoV,3685,Curie,250.0,False,1
Gr40Sps60,3686,Néel,2.0,False,1
Ce3SnC,3687,Néel,7.0,False,1
Fe86Mn4Zr10,3688,Curie,213.0,False,1
TmSn2,3689,Néel,3.0,False,1
K24Nd,3690,Curie,3.0,False,1
Y2Ru2O7,3691,Néel,77.0,False,1
HoCo2Mn,3692,Curie,248.0,False,2
HoAl2,3693,Curie,28.8,False,5
Fe13Ni67B19Si1,3694,Curie,139.0,False,2
Ni45Fe5Cr,3695,Curie,648.0,False,1
Tb2NiGe6,3696,Néel,45.0,False,2
SbI,3697,Curie,292.0,False,1
CeOFeAs,3698,Néel,108.1,False,10
Tb2NiAl4Ge2,3699,Néel,20.0,False,1
Kuratowski,3700,Curie,386.0,False,1
LuV2Al20,3701,Curie,0.0,False,1
Ca2ScOsO6,3702,Néel,69.0,False,1
Eu7Ga2Sb6,3703,Néel,12.5,False,2
BaMnO3,3704,Néel,53.0,False,1
Ni10,3705,Curie,265.0,False,2
TbNi3CoSi,3706,Curie,43.0,False,1
Tm2Fe18,3707,Curie,475.0,False,2
PrMn2O5,3708,Néel,100.0,False,2
UNiGa,3709,Curie,36.125,False,8
Sr2IrO4,3710,Curie,205.16666666666666,False,6
Molybdates,3711,Curie,453.0,False,1
Our,3712,Curie,32.5,False,2
Nd2Co2I,3713,Curie,59.0,False,1
Fe71Al4P12Ga5B4Si4,3714,Curie,610.0,False,1
Ba2FeReO6,3715,Curie,303.0,False,1
Fe50Co8Ni8Cr4Mo4Ga4P12B5C5,3716,Curie,453.0,False,1
ErCo2Mnx,3717,Curie,225.0,False,2
CuCl,3718,Néel,131.8,False,10
Cr68Fe22Mn10,3719,Curie,138.42857142857142,False,21
LiTiSi2O6,3720,Néel,210.0,False,2
Sr2YOsO6,3721,Néel,53.0,False,1
DyCo2,3722,Curie,1002.9375,False,16
2TiC,3723,Curie,306.5,False,2
BiAlO3,3724,Curie,793.0,False,2
TbCo5Ga7,3725,Curie,299.0,False,2
CeCuSb2,3726,Néel,5.8,False,5
NaCu2O2,3727,Néel,12.0,False,2
ErFe2,3728,Curie,580.0,False,1
LaTGS,3729,Curie,318.0,False,2
La5Mo4O16,3730,Curie,100.0,False,1
Tb2Fe17,3731,Curie,410.6666666666667,False,3
V3Ge,3732,Curie,6.0,False,1
GdTiGe,3733,Curie,375.14285714285717,False,7
Gd6Mo4Al43,3734,Néel,10.0,False,3
TbCoAl,3735,Curie,64.4,False,5
NiMnCoSn,3736,Curie,321.0,False,1
Ti8Mn3Ru18B8,3737,Curie,120.0,False,1
NdFe2Ge2,3738,Néel,13.0,False,3
CaGe,3739,Curie,330.0,False,1
EuGe2,3740,Néel,48.0,False,2
Fe2CuO4,3741,Néel,780.0,False,1
CeAuAl3,3742,Néel,1.0,False,1
GdAuMg,3743,Néel,81.0,False,3
NdNiSi,3744,Néel,6.0,False,1
La3GeIn,3745,Néel,29.6,False,5
FeII,3746,Néel,254.0,False,2
URhGe2,3747,Curie,31.0,False,3
CrSiTe,3748,Curie,80.0,False,1
Nd2Pd2Cd,3749,Curie,23.0,False,2
Dy2CoAl3,3750,Curie,33.0,False,1
LaCo5H4,3751,Curie,300.0,False,2
PuFe2,3752,Curie,564.0,False,1
NdAu2Ge2,3753,Néel,4.0,False,3
PuGa3,3754,Curie,20.0,False,1
EuAgZn,3755,Curie,28.0,False,1
BiSrCaCuO,3756,Curie,76.0,False,1
A95Nb4Gd1,3757,Curie,666.0,False,1
MnSi,3758,Curie,30.3,False,20
SrC,3759,Curie,800.0,False,1
Np,3760,Curie,320.3333333333333,False,3
Gd6Ti4Al43,3761,Néel,10.0,False,3
TbFe2Ge2,3762,Néel,7.5,False,4
NiFe5,3763,Curie,325.0,False,2
FeOCl,3764,Néel,86.66666666666667,False,3
BiFeTaO3,3765,Curie,799.6666666666666,False,6
MnTiO3,3766,Néel,64.0,False,1
Gd2Fe17C,3767,Curie,622.0,False,2
Rh2NiGe,3768,Curie,112.5,False,4
Lu2(Fe,3769,Curie,300.0,False,1
CoCO3,3770,Néel,18.0,False,1
SBexT,3771,Curie,671.0,False,1
PSMO3Er10,3772,Curie,136.0,False,1
ErRu2Si2,3773,Néel,6.428571428571429,False,7
ZnCrFeO4,3774,Néel,16.0,False,4
Doped,3775,Curie,623.0,False,2
Ba2InOsO6,3776,Néel,28.0,False,1
Co2TiAl,3777,Curie,99.66666666666667,False,6
TmCo3,3778,Curie,370.0,False,2
Bi3NbTiO9,3779,Curie,1203.0,False,1
CaBi4Ti4O15,3780,Curie,1034.7857142857142,False,14
Pb2FeMoO6,3781,Néel,345.0,False,2
NaFeAs,3782,Curie,23.4,False,5
HoCrO,3783,Néel,142.0,False,2
MnS,3784,Néel,151.5,False,4
Pure,3785,Curie,568.5,False,2
NdOFeAs,3786,Curie,53.0,False,1
EuMnO3,3787,Néel,41.6,False,5
Chromium,3788,Curie,5.5,False,2
Gd2Sc3Si4,3789,Néel,35.5,False,6
K48Nd,3790,Curie,2.0,False,1
LaYCaMn,3791,Curie,150.0,False,1
LaNiPO,3792,Curie,4.0,False,1
NdCuSb2,3793,Néel,4.0,False,4
GdPdBi,3794,Néel,13.0,False,2
La2Co13Fe3Mo,3795,Curie,917.0,False,2
SmCO,3796,Curie,1131.3333333333333,False,6
Ca2CrSbO6,3797,Curie,15.2,False,5
Neodymium,3798,Néel,760.0,False,1
La6Fe10Al4,3799,Néel,75.0,False,2
Nanoparticles,3800,Curie,387.0,False,1
TbB4,3801,Néel,24.0,False,1
Fe70B19Nd7Nb4,3802,Curie,943.0,False,1
Ba5GdTi3V7O30,3803,Curie,421.3333333333333,False,3
Cr48Te52,3804,Curie,340.0,False,1
InA,3805,Curie,317.0,False,1
La2CoMnO6,3806,Curie,200.08333333333334,False,12
Gd6V4Al43,3807,Néel,10.0,False,3
FeNiPt2,3808,Curie,400.0,False,1
GdTiGe*,3809,Néel,208.5,False,6
YBa2Cu3Ox,3810,Curie,85.66666666666667,False,3
GeV4S8,3811,Néel,13.0,False,1
Lu2V2O7,3812,Curie,70.0,False,2
SmCoSi3,3813,Néel,7.0,False,6
MnV2O4,3814,Curie,57.0,False,2
MoH,3815,Curie,0.0,False,1
ZnxSnyCrzSe4,3816,Néel,20.0,False,3
Ce50,3817,Curie,64.0,False,1
CaMn2Ge2,3818,Néel,670.0,False,2
DyFeSi,3819,Curie,70.0,False,3
Er6Ho6Co7,3820,Curie,18.0,False,1
ErTiGe,3821,Néel,23.0,False,6
LiSbO3,3822,Curie,675.5,False,6
CeCu9Sn4,3823,Néel,14.0,False,3
LaRu2P2,3824,Curie,4.857142857142857,False,7
Fe80Cr8B12,3825,Curie,219.0,False,3
Ho42Co40Al20,3826,Curie,24.0,False,1
DimimFeCl4,3827,Néel,5.0,False,1
Gd2Sc3Si5,3828,Néel,48.0,False,3
Sb,3829,Curie,272.5416666666667,False,24
Ca3CoMnO6,3830,Néel,13.0,False,1
LiFeGe2O6,3831,Néel,20.0,False,1
TiB2,3832,Néel,22.0,False,2
Ni3Si,3833,Curie,216.5,False,2
Nd6Fe10Al4,3834,Néel,115.0,False,2
Tb6Mo4Al43,3835,Néel,4.5,False,6
Ni2FeGa,3836,Curie,335.0,False,3
SmNiSb3,3837,Néel,2.0,False,5
U2Pd2In,3838,Néel,37.0,False,1
Cr0,3839,Curie,623.0,False,2
Thiophosphates,3840,Curie,3.0,False,2
CeScSi,3841,Curie,244.0,False,6
Gallium,3842,Curie,355.0,False,2
Dicyanamide,3843,Néel,8.0,False,1
REOs,3844,Néel,640.0,False,1
ErMgSn,3845,Néel,8.0,False,5
RCo5Ga7,3846,Curie,5.0,False,2
Dy2Cu2In,3847,Curie,46.333333333333336,False,3
Fe4As2O11,3848,Néel,156.75,False,4
LaIr2Ge2,3849,Curie,1.0,False,1
Haematite,3850,Néel,953.0,False,3
Mn35Al40Co25,3851,Curie,434.0,False,1
Tc,3852,Curie,132.06896551724137,False,29
TbNi4Co,3853,Curie,60.0,False,3
GdScSi,3854,Curie,353.3333333333333,False,3
CePt3Si,3855,Néel,5.0,False,1
Ni40Co10Mn40Sn10,3856,Curie,280.0,False,1
LuGe2,3857,Curie,2.0,False,3
Ce2Fe14B,3858,Curie,422.3333333333333,False,3
ZnMgO,3859,Curie,80.0,False,1
Tb3Ru4Al12,3860,Néel,15.5,False,4
Ceramics,3861,Curie,328.0,False,1
Gd2O3,3862,Curie,292.0,False,2
CH2Cl2,3863,Curie,170.66666666666666,False,3
Ba2REReO6,3864,Néel,100.0,False,2
FeSi,3865,Curie,711.5,False,4
Ising,3866,Néel,148.0,False,2
TbCoSi2,3867,Néel,16.0,False,2
BiCoO3,3868,Néel,436.375,False,8
GdNiIn,3869,Curie,85.0,False,2
DyAl2,3870,Curie,59.4,False,5
PrPd2Ge2,3871,Néel,3.5,False,6
TbPdIn,3872,Curie,45.0,False,3
Pr2MgIrO6,3873,Néel,14.0,False,1
HfRhSi,3874,Curie,2.0,False,2
ZnDy03,3875,Néel,20.0,False,2
NdFe12,3876,Curie,823.0,False,1
Or3,3877,Curie,223.0,False,1
CePtAl,3878,Curie,5.0,False,5
Ho2NiGe6,3879,Néel,15.0,False,2
YCrO4,3880,Curie,9.0,False,2
TbRhRuSi2,3881,Néel,15.0,False,1
Rb2MnCl4,3882,Néel,57.0,False,1
YbFe2,3883,Curie,542.0,False,1
Sr2RuHoO6,3884,Néel,10.0,False,3
Nd6Ti4Al43,3885,Néel,2.0,False,6
Fe3Ga4,3886,Néel,392.0,False,2
CeFe8Co3Ti,3887,Curie,740.0,False,1
Gd36Y20Al24Co20,3888,Curie,53.0,False,3
Mn3IrSi,3889,Néel,210.0,False,3
Nb4N5,3890,Curie,8.0,False,1
Ce3Rh2Ga2,3891,Curie,2.5,False,4
MnFe4Si3,3892,Curie,300.0,False,2
DyBiGe,3893,Néel,16.0,False,3
EuO,3894,Curie,71.94444444444444,False,36
MnCr2O4,3895,Curie,40.8,False,5
Tb2O3,3896,Néel,4.25,False,4
Gd55Al20Co25,3897,Curie,110.0,False,1
Gd50Co48Si2,3898,Curie,244.0,False,1
NdCuIn,3899,Néel,4.0,False,2
TeCuO3,3900,Néel,9.0,False,1
NiCu,3901,Curie,338.0,False,1
Tb4PdGa12,3902,Néel,16.0,False,2
FeCuZr,3903,Curie,1043.0,False,1
Lyddane,3904,Curie,1450.0,False,1
Co2TiSi,3905,Curie,190.0,False,2
NdGdFe17Ny,3906,Curie,768.0,False,1
MnFePAs,3907,Curie,197.0,False,1
GdTiSi,3908,Néel,205.0,False,6
Luvisol,3909,Curie,533.0,False,2
MgZn2,3910,Curie,540.0,False,1
Hc2,3911,Curie,17.0,False,1
Gd65Ni35,3912,Curie,122.0,False,1
Vacuum,3913,Curie,2.0,False,2
Ba6C60,3914,Curie,7.0,False,1
TbAg,3915,Curie,64.0,False,1
Polyaniline,3916,Curie,860.0,False,1
SmPd2Cd20,3917,Curie,5.0,False,2
Dy2NiMnO6,3918,Curie,93.0,False,1
Ni45Co5Mn38Sb11Ge1,3919,Curie,270.0,False,1
HoPdAl,3920,Néel,32.5,False,6
CaFFeAs,3921,Curie,36.0,False,1
Sodium,3922,Néel,10.0,False,1
DyCoAl,3923,Curie,37.0,False,1
TmBiGe,3924,Néel,5.0,False,3
GaAs,3925,Curie,167.57142857142858,False,21
Gd2NiSi3,3926,Curie,16.0,False,1
Dy6W4Al43,3927,Néel,3.0,False,6
GdScGe,3928,Curie,337.2,False,5
DyRhGe2,3929,Néel,6.5,False,6
PbK2LiNb5O15,3930,Curie,639.0,False,1
HoCoNi,3931,Néel,42.0,False,1
Al94Gd6,3932,Néel,136.5,False,4
Fe20Nd80,3933,Curie,502.0,False,1
FeOF,3934,Néel,315.0,False,1
CrSb2,3935,Néel,273.0,False,8
Fe80Ni10Zr10,3936,Curie,356.0,False,2
Hematite,3937,Néel,951.0,False,20
Osmium,3938,Curie,9.0,False,1
2,3939,Curie,207.0,False,2
Ni6,3940,Néel,523.0,False,1
NaTaO3,3941,Curie,748.0,False,1
NaNiF3,3942,Néel,22.0,False,1
RuSr2GdCu2O8,3943,Curie,79.62068965517241,False,29
NiFe1,3944,Curie,359.0,False,2
Quenching,3945,Curie,195.0,False,1
Fe2NiGa,3946,Curie,837.0,False,1
NdVO3,3947,Curie,138.0,False,1
Me4P,3948,Néel,30.0,False,1
Unmilled,3949,Curie,1015.0,False,1
NdFeB,3950,Curie,585.0,False,1
Gd5Ge3,3951,Néel,75.0,False,4
Sr2CuO3,3952,Néel,5.0,False,2
Sr2MnWO6,3953,Néel,17.428571428571427,False,7
NdCu2,3954,Néel,6.0,False,1
GdCuGe,3955,Néel,17.0,False,1
Gd5Ge4,3956,Néel,123.14285714285714,False,7
YMnO3,3957,Néel,299.64179104477614,False,67
